ax,ay,az,gx,gy,gz,pitch,roll,lean_angle,speed_kmh,label
0.5966730576806375,-0.4119971236393503,1.5379975862538262,-5.334420785725616,16.998451263624553,11.75337521385024,7.871971007699242,-3.7433304805770575,-0.5647407475407586,52.997274574722,pothole
0.0328294376173,-0.1241710386496851,0.860106091174521,18.39083493487464,-28.91010500951181,23.269266472286738,1.9888021912618985,4.73392818589863,39.52682716111573,65.46109485513966,hard_lean
-0.0009379693819487,-0.0504970155945338,0.9511794025542506,-3.0759785601468934,1.9203212088183916,-2.993932760130048,-1.0437095151823463,-5.955189095375088,6.60095459603491,26.178443242457597,normal
2.857565760706252,0.6027527784439932,0.3209176416131983,-172.18086653132062,70.51866456092273,27.70736348365031,-26.19043935334854,36.12900701553521,40.50785406605959,51.34544183524749,collision
-0.2585388851640243,-0.0114351285250968,0.6937150495516914,-15.904042206635838,-24.385956851809773,-12.594283632632258,5.516735668578725,3.917835159316663,42.79453853849007,59.4587822588992,hard_lean
0.1736011660899987,0.2604307826465036,0.2131161808234109,17.837183709155276,33.29302184918588,-32.88714452759643,-26.81003777987453,28.287855516862383,77.08863467104553,34.24340345921743,bike_fall
0.0049254035896757,-0.0775345898239507,1.7317925579126556,26.926321844030294,-22.50193930357221,-10.44837893697829,-1.4801823075122602,5.344423538771748,1.4850311416002482,45.54405447648152,pothole
0.4772282075099637,0.1631103004861289,0.5304838799165846,-10.9169492841713,-28.32404699053836,-8.42426986546516,-7.593054022671994,-5.98138113651634,1.5985744940449074,23.51549954902814,pothole
-0.2496774169521588,0.4661562414201738,0.7172567444884865,16.00676055837677,31.49051412000728,21.819332718013374,-2.926457924077452,-7.989491866306539,35.8140812637231,68.68970645501517,hard_lean
-1.9217816395464105,0.1968293503780731,0.9482737743621096,-5.526559738632324,5.3582140235703,-0.6709301483748309,-10.5197239178495,0.3671118126436292,-4.778547725448126,42.66246099520271,hard_brake
0.0912700588462478,-0.3479316763250386,1.5448716002933225,-29.158741076274037,11.90905547373896,-9.169811527311484,-0.462536322660501,7.602131286593234,0.4684302901820061,21.9932087391617,pothole
-0.4322188243074462,-0.5267554230566913,1.455590402559627,3.869996974855354,10.313438877491912,9.070063564279788,-4.318301400142964,-4.259633148079367,-2.665096405421476,30.637374690306547,pothole
-0.0362041127242296,-0.0494450899231386,0.995651004996187,1.572439132707336,-3.989010321453412,-1.1941523649945731,-2.9302304892918185,1.9493546593710465,6.611050645263678,35.0741512563513,normal
0.1655019241981073,-0.0419486922308779,0.2444213240639227,-19.597149427902075,-16.394947285199635,25.69472689778044,-37.60670777978037,40.33924823115661,74.20951029059917,19.29154974997197,bike_fall
0.5348860559512644,-0.1525513885525261,1.716293236278029,-5.646530683272818,-7.514034061481528,7.698581858194395,-0.460610720943686,-0.8288247011167602,-1.366572075860102,35.148137616765645,pothole
0.1147862159705754,-0.0605434860336507,1.0073641179498525,1.387499660221029,1.0933425749259982,-4.037543223719565,1.2895316881195935,1.583456696154224,6.477709780040286,52.14050796521313,normal
